Disease	Gene	Differential Expression	PB-ROC	PN-ROC
colorectal cancer	C18orf8	vs bgc: down, vs negatives: down	0.74	0.85
colorectal cancer	ZCCHC10	vs bgc: up, vs negatives: down	0.7	0.71
colorectal cancer	NBEA	vs bgc: down, vs negatives: down	0.82	0.72
colorectal cancer	SCYL2	vs bgc: up, vs negatives: down	0.69	0.7
colorectal cancer	KLHL3	vs bgc: down, vs negatives: up	0.79	0.84
colorectal cancer	COQ3	vs bgc: up, vs negatives: up	0.69	0.82
colorectal cancer	TRMT61B	vs bgc: up, vs negatives: up	0.65	0.86
colorectal cancer	HDHD3	vs bgc: up, vs negatives: up	0.71	0.85
colorectal cancer	PUS3	vs bgc: up, vs negatives: up	0.69	0.76
colorectal cancer	HOXB8	vs bgc: up, vs negatives: up	0.77	0.76
colorectal cancer	FGF14	vs bgc: down, vs negatives: down	0.81	0.82
colorectal cancer	GLP2R	vs bgc: down, vs negatives: down	0.68	0.67
colorectal cancer	ATOH1	vs bgc: up, vs negatives: down	0.66	0.67
colorectal cancer	KCNAB3	vs bgc: down, vs negatives: down	0.71	0.68
colorectal cancer	YIPF5	vs bgc: up, vs negatives: down	0.82	0.73
colorectal cancer	TMEM14B	vs bgc: up, vs negatives: down	0.68	0.82
colorectal cancer	XCR1	vs bgc: down, vs negatives: down	0.73	0.71
colorectal cancer	KPNA3	vs bgc: up, vs negatives: up	0.72	0.82
colorectal cancer	GINS2	vs bgc: up, vs negatives: up	0.73	0.7
colorectal cancer	EIF4EBP1	vs bgc: up, vs negatives: down	0.67	0.74
colorectal cancer	SIRT3	vs bgc: down, vs negatives: down	0.66	0.65
colorectal cancer	GDF15	vs bgc: up, vs negatives: up	0.67	0.79
colorectal cancer	STAP2	vs bgc: up, vs negatives: up	0.66	0.86
colorectal cancer	HSPB8	vs bgc: down, vs negatives: down	0.67	0.69
colorectal cancer	PIGP	vs bgc: up, vs negatives: up	0.65	0.86
colorectal cancer	TM2D3	vs bgc: up, vs negatives: up	0.68	0.71
colorectal cancer	YTHDF1	vs bgc: up, vs negatives: up	0.7	0.82
colorectal cancer	YTHDF3	vs bgc: up, vs negatives: down	0.66	0.65
colorectal cancer	SSH1	vs bgc: down, vs negatives: down	0.69	0.77
colorectal cancer	MICALL1	vs bgc: up, vs negatives: down	0.65	0.75
colorectal cancer	DNAJC10	vs bgc: up, vs negatives: up	0.66	0.81
colorectal cancer	RAB9A	vs bgc: up, vs negatives: down	0.65	0.69
colorectal cancer	DTX3	vs bgc: down, vs negatives: down	0.8	0.78
colorectal cancer	RPUSD2	vs bgc: up, vs negatives: up	0.71	0.7
colorectal cancer	EXOC1	vs bgc: up, vs negatives: up	0.77	0.87
colorectal cancer	MTMR14	vs bgc: down, vs negatives: down	0.75	0.81
colorectal cancer	SH3BP4	vs bgc: up, vs negatives: up	0.69	0.88
colorectal cancer	TNS4	vs bgc: up, vs negatives: up	0.68	0.76
gastrointestinal system cancer	ILF2	vs bgc: up, vs negatives: up	0.65	0.69
gastrointestinal system cancer	ACTN4	vs bgc: up, vs negatives: up	0.65	0.68
gastrointestinal system cancer	LASP1	vs bgc: up, vs negatives: up	0.7	0.7
gastrointestinal system cancer	CALM1	vs bgc: down, vs negatives: down	0.68	0.73
gastrointestinal system cancer	PTP4A1	vs bgc: up, vs negatives: down	0.71	0.67
gastrointestinal system cancer	CALU	vs bgc: up, vs negatives: up	0.65	0.78
gastrointestinal system cancer	PRDX6	vs bgc: up, vs negatives: down	0.78	0.66
gastrointestinal system cancer	DHCR24	vs bgc: up, vs negatives: down	0.68	0.66
gastrointestinal system cancer	PPM1G	vs bgc: up, vs negatives: up	0.68	0.76
gastrointestinal system cancer	TAX1BP1	vs bgc: up, vs negatives: up	0.68	0.82
gastrointestinal system cancer	CSE1L	vs bgc: up, vs negatives: up	0.74	0.78
gastrointestinal system cancer	ECHS1	vs bgc: up, vs negatives: down	0.72	0.67
gastrointestinal system cancer	MFN2	vs bgc: down, vs negatives: down	0.68	0.7
gastrointestinal system cancer	FBXO7	vs bgc: down, vs negatives: down	0.68	0.66
gastrointestinal system cancer	PSMD1	vs bgc: up, vs negatives: up	0.75	0.74
gastrointestinal system cancer	RALY	vs bgc: up, vs negatives: up	0.65	0.67
gastrointestinal system cancer	TOP2A	vs bgc: up, vs negatives: up	0.77	0.82
gastrointestinal system cancer	GRHPR	vs bgc: up, vs negatives: down	0.75	0.65
gastrointestinal system cancer	PSMB3	vs bgc: up, vs negatives: up	0.75	0.76
gastrointestinal system cancer	COL6A3	vs bgc: up, vs negatives: up	0.67	0.71
gastrointestinal system cancer	BUB3	vs bgc: up, vs negatives: up	0.66	0.65
gastrointestinal system cancer	NQO1	vs bgc: up, vs negatives: up	0.65	0.74
gastrointestinal system cancer	RRM1	vs bgc: up, vs negatives: up	0.66	0.69
gastrointestinal system cancer	DKC1	vs bgc: up, vs negatives: up	0.75	0.76
gastrointestinal system cancer	TGFBI	vs bgc: up, vs negatives: up	0.65	0.8
gastrointestinal system cancer	FHL1	vs bgc: down, vs negatives: down	0.78	0.78
gastrointestinal system cancer	MCM3	vs bgc: up, vs negatives: up	0.72	0.7
gastrointestinal system cancer	PODXL	vs bgc: up, vs negatives: up	0.8	0.68
gastrointestinal system cancer	DDX39A	vs bgc: up, vs negatives: up	0.7	0.7
gastrointestinal system cancer	ACP1	vs bgc: up, vs negatives: up	0.7	0.66
gastrointestinal system cancer	ARL1	vs bgc: up, vs negatives: up	0.69	0.81
gastrointestinal system cancer	TOX4	vs bgc: down, vs negatives: down	0.71	0.73
gastrointestinal system cancer	TUBG1	vs bgc: up, vs negatives: up	0.66	0.8
gastrointestinal system cancer	CDC123	vs bgc: up, vs negatives: up	0.69	0.66
gastrointestinal system cancer	SCAMP3	vs bgc: up, vs negatives: up	0.73	0.73
gastrointestinal system cancer	VARS	vs bgc: up, vs negatives: up	0.65	0.7
gastrointestinal system cancer	HDAC2	vs bgc: up, vs negatives: up	0.65	0.72
gastrointestinal system cancer	COL3A1	vs bgc: up, vs negatives: up	0.65	0.74
gastrointestinal system cancer	NR3C1	vs bgc: down, vs negatives: down	0.72	0.67
gastrointestinal system cancer	MPZL1	vs bgc: up, vs negatives: up	0.7	0.69
gastrointestinal system cancer	RRM2	vs bgc: up, vs negatives: up	0.67	0.78
gastrointestinal system cancer	AFF1	vs bgc: down, vs negatives: down	0.68	0.79
gastrointestinal system cancer	PKP4	vs bgc: up, vs negatives: up	0.68	0.77
gastrointestinal system cancer	ETFA	vs bgc: up, vs negatives: down	0.66	0.71
gastrointestinal system cancer	CPD	vs bgc: up, vs negatives: up	0.69	0.75
gastrointestinal system cancer	CCT2	vs bgc: up, vs negatives: up	0.67	0.73
gastrointestinal system cancer	GNL2	vs bgc: up, vs negatives: up	0.67	0.78
gastrointestinal system cancer	HNRPDL	vs bgc: down, vs negatives: down	0.66	0.65
gastrointestinal system cancer	EIF1	vs bgc: down, vs negatives: down	0.7	0.76
gastrointestinal system cancer	ACAA1	vs bgc: up, vs negatives: down	0.67	0.66
gastrointestinal system cancer	SFRP1	vs bgc: down, vs negatives: down	0.78	0.76
gastrointestinal system cancer	ALDH3A2	vs bgc: up, vs negatives: down	0.69	0.66
gastrointestinal system cancer	PLOD3	vs bgc: up, vs negatives: up	0.72	0.82
gastrointestinal system cancer	STT3A	vs bgc: up, vs negatives: up	0.67	0.86
gastrointestinal system cancer	NNMT	vs bgc: up, vs negatives: down	0.65	0.75
gastrointestinal system cancer	HSD17B10	vs bgc: up, vs negatives: down	0.65	0.66
gastrointestinal system cancer	GNPDA1	vs bgc: up, vs negatives: up	0.67	0.68
gastrointestinal system cancer	COL1A2	vs bgc: up, vs negatives: up	0.73	0.72
gastrointestinal system cancer	NOTCH2	vs bgc: down, vs negatives: down	0.76	0.69
gastrointestinal system cancer	ZER1	vs bgc: down, vs negatives: down	0.72	0.73
gastrointestinal system cancer	KIAA0101	vs bgc: up, vs negatives: up	0.65	0.68
gastrointestinal system cancer	GMFB	vs bgc: up, vs negatives: up	0.71	0.69
gastrointestinal system cancer	FOXM1	vs bgc: up, vs negatives: up	0.69	0.74
gastrointestinal system cancer	MANF	vs bgc: up, vs negatives: up	0.76	0.84
gastrointestinal system cancer	ACTL6A	vs bgc: up, vs negatives: up	0.71	0.82
gastrointestinal system cancer	MAP2K1	vs bgc: down, vs negatives: down	0.67	0.65
gastrointestinal system cancer	ROCK2	vs bgc: up, vs negatives: up	0.7	0.67
gastrointestinal system cancer	INPP5K	vs bgc: down, vs negatives: down	0.72	0.77
gastrointestinal system cancer	PPP6R2	vs bgc: down, vs negatives: down	0.67	0.65
gastrointestinal system cancer	GPX2	vs bgc: up, vs negatives: up	0.68	0.91
gastrointestinal system cancer	PCK2	vs bgc: up, vs negatives: down	0.66	0.81
gastrointestinal system cancer	PER1	vs bgc: down, vs negatives: down	0.75	0.67
gastrointestinal system cancer	CDC20	vs bgc: up, vs negatives: up	0.67	0.8
gastrointestinal system cancer	NOL7	vs bgc: up, vs negatives: up	0.7	0.74
gastrointestinal system cancer	SOX9	vs bgc: up, vs negatives: up	0.71	0.74
gastrointestinal system cancer	MUT	vs bgc: up, vs negatives: down	0.65	0.74
gastrointestinal system cancer	DYRK2	vs bgc: up, vs negatives: up	0.72	0.65
gastrointestinal system cancer	TIMELESS	vs bgc: up, vs negatives: up	0.71	0.65
gastrointestinal system cancer	PAPSS2	vs bgc: up, vs negatives: down	0.66	0.76
gastrointestinal system cancer	THBS2	vs bgc: up, vs negatives: up	0.71	0.7
gastrointestinal system cancer	TP53BP2	vs bgc: up, vs negatives: up	0.72	0.8
gastrointestinal system cancer	C16orf62	vs bgc: down, vs negatives: down	0.72	0.74
gastrointestinal system cancer	NUP98	vs bgc: up, vs negatives: up	0.65	0.65
gastrointestinal system cancer	CDK1	vs bgc: up, vs negatives: up	0.67	0.73
gastrointestinal system cancer	PAFAH1B3	vs bgc: up, vs negatives: up	0.73	0.68
gastrointestinal system cancer	FAM50A	vs bgc: up, vs negatives: up	0.67	0.68
gastrointestinal system cancer	ADNP2	vs bgc: up, vs negatives: up	0.7	0.75
gastrointestinal system cancer	CEBPZ	vs bgc: up, vs negatives: up	0.66	0.79
gastrointestinal system cancer	EZH2	vs bgc: up, vs negatives: up	0.69	0.73
gastrointestinal system cancer	MAD2L1	vs bgc: up, vs negatives: up	0.68	0.76
gastrointestinal system cancer	FKBP2	vs bgc: up, vs negatives: down	0.66	0.65
gastrointestinal system cancer	CCNA2	vs bgc: up, vs negatives: up	0.74	0.78
gastrointestinal system cancer	STC2	vs bgc: up, vs negatives: up	0.66	0.65
gastrointestinal system cancer	TERF1	vs bgc: up, vs negatives: up	0.69	0.76
gastrointestinal system cancer	COL15A1	vs bgc: up, vs negatives: up	0.83	0.74
gastrointestinal system cancer	LRRC14	vs bgc: up, vs negatives: up	0.7	0.66
gastrointestinal system cancer	GCDH	vs bgc: up, vs negatives: down	0.65	0.71
gastrointestinal system cancer	CD4	vs bgc: down, vs negatives: down	0.65	0.68
gastrointestinal system cancer	FEZ1	vs bgc: down, vs negatives: down	0.65	0.7
gastrointestinal system cancer	FANCG	vs bgc: up, vs negatives: up	0.67	0.67
gastrointestinal system cancer	NDUFB5	vs bgc: up, vs negatives: up	0.68	0.77
gastrointestinal system cancer	COIL	vs bgc: up, vs negatives: up	0.65	0.7
gastrointestinal system cancer	TMOD1	vs bgc: down, vs negatives: down	0.65	0.68
gastrointestinal system cancer	POLR2D	vs bgc: up, vs negatives: up	0.66	0.72
gastrointestinal system cancer	GADD45A	vs bgc: up, vs negatives: down	0.72	0.67
gastrointestinal system cancer	LAMA3	vs bgc: up, vs negatives: up	0.65	0.7
gastrointestinal system cancer	DYNC2LI1	vs bgc: up, vs negatives: up	0.66	0.73
gastrointestinal system cancer	HRSP12	vs bgc: up, vs negatives: down	0.66	0.67
gastrointestinal system cancer	KAT2B	vs bgc: down, vs negatives: down	0.72	0.66
gastrointestinal system cancer	MMP11	vs bgc: up, vs negatives: up	0.74	0.68
gastrointestinal system cancer	CLCN6	vs bgc: down, vs negatives: down	0.69	0.7
gastrointestinal system cancer	F2R	vs bgc: up, vs negatives: up	0.66	0.68
gastrointestinal system cancer	RFC4	vs bgc: up, vs negatives: up	0.7	0.75
gastrointestinal system cancer	PDCD2	vs bgc: up, vs negatives: up	0.7	0.65
gastrointestinal system cancer	AGAP1	vs bgc: up, vs negatives: up	0.71	0.67
gastrointestinal system cancer	CDC45	vs bgc: up, vs negatives: up	0.68	0.71
gastrointestinal system cancer	RFC3	vs bgc: up, vs negatives: up	0.66	0.71
gastrointestinal system cancer	RAD51AP1	vs bgc: up, vs negatives: up	0.66	0.71
gastrointestinal system cancer	SLC31A2	vs bgc: down, vs negatives: down	0.71	0.76
gastrointestinal system cancer	PIGR	vs bgc: up, vs negatives: up	0.69	0.67
gastrointestinal system cancer	C6orf108	vs bgc: up, vs negatives: up	0.65	0.84
gastrointestinal system cancer	NNAT	vs bgc: down, vs negatives: down	0.67	0.7
gastrointestinal system cancer	MMP7	vs bgc: up, vs negatives: up	0.68	0.69
gastrointestinal system cancer	GPSM3	vs bgc: down, vs negatives: down	0.66	0.75
gastrointestinal system cancer	TEAD4	vs bgc: up, vs negatives: up	0.68	0.74
gastrointestinal system cancer	ATP1B2	vs bgc: down, vs negatives: down	0.69	0.73
gastrointestinal system cancer	S100P	vs bgc: up, vs negatives: up	0.82	0.74
gastrointestinal system cancer	SLC12A2	vs bgc: up, vs negatives: up	0.74	0.76
gastrointestinal system cancer	POLA2	vs bgc: up, vs negatives: up	0.67	0.69
gastrointestinal system cancer	PROSAPIP1	vs bgc: up, vs negatives: up	0.68	0.66
gastrointestinal system cancer	CSTF2	vs bgc: up, vs negatives: up	0.71	0.69
gastrointestinal system cancer	EDNRA	vs bgc: up, vs negatives: up	0.76	0.68
gastrointestinal system cancer	MMP1	vs bgc: up, vs negatives: up	0.76	0.7
gastrointestinal system cancer	FARP2	vs bgc: down, vs negatives: down	0.66	0.71
gastrointestinal system cancer	CXCL10	vs bgc: up, vs negatives: up	0.65	0.73
gastrointestinal system cancer	ACOT13	vs bgc: up, vs negatives: down	0.67	0.75
gastrointestinal system cancer	MMP12	vs bgc: up, vs negatives: up	0.8	0.7
gastrointestinal system cancer	CD22	vs bgc: down, vs negatives: down	0.72	0.75
gastrointestinal system cancer	NEK2	vs bgc: up, vs negatives: up	0.68	0.74
gastrointestinal system cancer	SRD5A1	vs bgc: up, vs negatives: down	0.67	0.75
gastrointestinal system cancer	NFE2L3	vs bgc: up, vs negatives: up	0.74	0.7
gastrointestinal system cancer	KIF23	vs bgc: up, vs negatives: up	0.67	0.78
gastrointestinal system cancer	FEN1	vs bgc: up, vs negatives: up	0.68	0.72
gastrointestinal system cancer	TTK	vs bgc: up, vs negatives: up	0.67	0.77
gastrointestinal system cancer	CCNF	vs bgc: up, vs negatives: up	0.67	0.67
gastrointestinal system cancer	MTMR9	vs bgc: down, vs negatives: down	0.69	0.8
gastrointestinal system cancer	TLE4	vs bgc: down, vs negatives: down	0.68	0.81
gastrointestinal system cancer	MSLN	vs bgc: up, vs negatives: up	0.69	0.73
gastrointestinal system cancer	C11orf80	vs bgc: up, vs negatives: up	0.67	0.67
gastrointestinal system cancer	CLOCK	vs bgc: down, vs negatives: down	0.75	0.7
gastrointestinal system cancer	RAD51	vs bgc: up, vs negatives: up	0.7	0.66
gastrointestinal system cancer	ITGA2	vs bgc: up, vs negatives: up	0.7	0.73
gastrointestinal system cancer	PRIM1	vs bgc: up, vs negatives: up	0.69	0.65
gastrointestinal system cancer	XRCC4	vs bgc: up, vs negatives: up	0.65	0.67
gastrointestinal system cancer	EFNA4	vs bgc: up, vs negatives: up	0.68	0.72
gastrointestinal system cancer	VRK2	vs bgc: up, vs negatives: up	0.73	0.66
gastrointestinal system cancer	CAPN5	vs bgc: up, vs negatives: up	0.68	0.82
gastrointestinal system cancer	CDC25C	vs bgc: up, vs negatives: up	0.71	0.67
gastrointestinal system cancer	GALK2	vs bgc: up, vs negatives: up	0.69	0.75
gastrointestinal system cancer	EPM2A	vs bgc: down, vs negatives: down	0.81	0.76
gastrointestinal system cancer	KIF20B	vs bgc: up, vs negatives: up	0.71	0.67
gastrointestinal system cancer	CEP290	vs bgc: up, vs negatives: up	0.74	0.68
gastrointestinal system cancer	LIF	vs bgc: up, vs negatives: up	0.66	0.72
gastrointestinal system cancer	ADD2	vs bgc: down, vs negatives: down	0.69	0.7
gastrointestinal system cancer	FKTN	vs bgc: up, vs negatives: up	0.67	0.65
gastrointestinal system cancer	HNRNPA2B1	vs bgc: up, vs negatives: up	0.68	0.67
gastrointestinal system cancer	SULT1C2	vs bgc: up, vs negatives: up	0.72	0.71
gastrointestinal system cancer	BARD1	vs bgc: up, vs negatives: up	0.67	0.65
gastrointestinal system cancer	CCL20	vs bgc: up, vs negatives: up	0.79	0.88
gastrointestinal system cancer	TESK2	vs bgc: down, vs negatives: down	0.68	0.73
gastrointestinal system cancer	BTG3	vs bgc: up, vs negatives: up	0.71	0.72
gastrointestinal system cancer	ALAS1	vs bgc: up, vs negatives: down	0.65	0.67
gastrointestinal system cancer	FLAD1	vs bgc: up, vs negatives: up	0.66	0.73
gastrointestinal system cancer	TNNT3	vs bgc: down, vs negatives: down	0.73	0.73
gastrointestinal system cancer	STAC	vs bgc: down, vs negatives: down	0.71	0.66
gastrointestinal system cancer	DDX18	vs bgc: up, vs negatives: up	0.7	0.77
gastrointestinal system cancer	MYOM2	vs bgc: down, vs negatives: down	0.66	0.71
gastrointestinal system cancer	MMP3	vs bgc: up, vs negatives: up	0.77	0.67
gastrointestinal system cancer	CPA4	vs bgc: down, vs negatives: down	0.65	0.65
gastrointestinal system cancer	ZC3H7B	vs bgc: down, vs negatives: down	0.67	0.71
gastrointestinal system cancer	UBD	vs bgc: up, vs negatives: up	0.86	0.92
gastrointestinal system cancer	PTH1R	vs bgc: down, vs negatives: down	0.69	0.66
gastrointestinal system cancer	CA1	vs bgc: down, vs negatives: down	0.66	0.75
gastrointestinal system cancer	HIST1H4C	vs bgc: up, vs negatives: up	0.66	0.69
gastrointestinal system cancer	MT3	vs bgc: down, vs negatives: down	0.65	0.72
gastrointestinal system cancer	CTH	vs bgc: up, vs negatives: down	0.69	0.81
gastrointestinal system cancer	CPA2	vs bgc: down, vs negatives: down	0.68	0.76
gastrointestinal system cancer	CST1	vs bgc: up, vs negatives: up	0.76	0.67
gastrointestinal system cancer	SPINK1	vs bgc: up, vs negatives: up	0.81	0.89
gastrointestinal system cancer	TAL1	vs bgc: down, vs negatives: down	0.68	0.72
gastrointestinal system cancer	KNTC1	vs bgc: up, vs negatives: up	0.7	0.65
gastrointestinal system cancer	OPHN1	vs bgc: down, vs negatives: down	0.67	0.65
gastrointestinal system cancer	GALNS	vs bgc: down, vs negatives: down	0.71	0.66
gastrointestinal system cancer	KIF14	vs bgc: up, vs negatives: up	0.7	0.77
gastrointestinal system cancer	NTRK3	vs bgc: down, vs negatives: down	0.68	0.8
gastrointestinal system cancer	METTL13	vs bgc: up, vs negatives: up	0.72	0.75
gastrointestinal system cancer	PLXNC1	vs bgc: down, vs negatives: up	0.66	0.69
gastrointestinal system cancer	RIBC2	vs bgc: up, vs negatives: up	0.65	0.66
gastrointestinal system cancer	NUP155	vs bgc: up, vs negatives: up	0.67	0.75
gastrointestinal system cancer	CNR2	vs bgc: down, vs negatives: down	0.71	0.74
gastrointestinal system cancer	TAF1A	vs bgc: up, vs negatives: up	0.69	0.67
gastrointestinal system cancer	TYR	vs bgc: down, vs negatives: down	0.67	0.7
gastrointestinal system cancer	ZNF165	vs bgc: up, vs negatives: up	0.77	0.79
gastrointestinal system cancer	PDE4C	vs bgc: down, vs negatives: down	0.65	0.79
gastrointestinal system cancer	HBD	vs bgc: down, vs negatives: down	0.71	0.78
gastrointestinal system cancer	CDH19	vs bgc: down, vs negatives: down	0.78	0.66
gastrointestinal system cancer	HTR6	vs bgc: down, vs negatives: down	0.73	0.76
gastrointestinal system cancer	TSC22D3	vs bgc: down, vs negatives: down	0.68	0.82
gastrointestinal system cancer	SLC16A7	vs bgc: down, vs negatives: down	0.69	0.66
gastrointestinal system cancer	ASS1	vs bgc: up, vs negatives: down	0.66	0.84
gastrointestinal system cancer	EMR1	vs bgc: down, vs negatives: down	0.71	0.79
gastrointestinal system cancer	HMMR	vs bgc: up, vs negatives: up	0.69	0.79
gastrointestinal system cancer	SLC6A13	vs bgc: down, vs negatives: down	0.71	0.8
gastrointestinal system cancer	PRKACG	vs bgc: down, vs negatives: down	0.67	0.69
gastrointestinal system cancer	HBP1	vs bgc: down, vs negatives: down	0.72	0.73
gastrointestinal system cancer	NPY5R	vs bgc: down, vs negatives: down	0.68	0.81
gastrointestinal system cancer	TBXA2R	vs bgc: down, vs negatives: down	0.7	0.65
gastrointestinal system cancer	CASK	vs bgc: up, vs negatives: up	0.75	0.76
gastrointestinal system cancer	PEMT	vs bgc: up, vs negatives: down	0.66	0.78
gastrointestinal system cancer	LRRC1	vs bgc: up, vs negatives: up	0.76	0.76
gastrointestinal system cancer	RNF10	vs bgc: down, vs negatives: down	0.66	0.74
gastrointestinal system cancer	GORASP2	vs bgc: up, vs negatives: up	0.7	0.8
gastrointestinal system cancer	PTK2	vs bgc: up, vs negatives: up	0.68	0.71
gastrointestinal system cancer	CENPF	vs bgc: up, vs negatives: up	0.66	0.69
gastrointestinal system cancer	CD160	vs bgc: down, vs negatives: down	0.65	0.65
gastrointestinal system cancer	EVX1	vs bgc: down, vs negatives: down	0.66	0.69
gastrointestinal system cancer	ART1	vs bgc: down, vs negatives: down	0.68	0.71
gastrointestinal system cancer	LIPE	vs bgc: down, vs negatives: down	0.65	0.75
gastrointestinal system cancer	NFATC1	vs bgc: down, vs negatives: down	0.67	0.77
gastrointestinal system cancer	AMELY	vs bgc: down, vs negatives: down	0.66	0.77
gastrointestinal system cancer	BMP3	vs bgc: down, vs negatives: down	0.69	0.69
gastrointestinal system cancer	FKBP8	vs bgc: down, vs negatives: down	0.71	0.65
gastrointestinal system cancer	BRCA2	vs bgc: up, vs negatives: up	0.65	0.65
gastrointestinal system cancer	MECOM	vs bgc: up, vs negatives: up	0.7	0.7
